transaction_id,timestamp,type,asset,quantity,price_usd,fee,note
EXC-1477,2024-06-28T09:47:02Z,DEPOSIT,ETH,13.5771,3692.84,0.00676313,Fiat deposit via bank
EXC-1128,2024-06-28T18:55:53Z,CONVERSION,DOT,43.259,10.95,0.00654113,Portfolio rebalance swap
EXC-1460,2024-06-29T13:06:36Z,SELL,MATIC,1043.32,0.88,0.48942639,Profit taking
EXC-1098,2024-06-29T21:56:15Z,BUY,LINK,48.2771,14.7,0.04820996,
EXC-1068,2024-06-29T23:00:14Z,BUY,LINK,41.7029,15.04,0.01545892,
EXC-1312,2024-07-01T03:16:11Z,CONVERSION,LINK,26.2635,20.89,0.00764031,Portfolio rebalance swap
EXC-1017,2024-07-01T03:32:28Z,TRANSFER_IN,DOT,29.8608,,0.01654305,Bridge transfer in
EXC-1164,2024-07-02T11:28:58Z,BUY,DOT,41.1386,11.64,0.01085086,
EXC-1090,2024-07-03T06:54:32Z,BUY,ADA,1036.84,0.41,0.32142192,
EXC-1290,2024-07-03T19:19:11Z,BUY,MATIC,2561.21,0.85,1.70151165,
EXC-1433,2024-07-04T21:29:20Z,BUY,MATIC,4094.69,1.09,2.42991037,
EXC-1320,2024-07-05T01:58:42Z,STAKING_REWARD,XRP,1869.34,,0.71388543,ETH2 staking reward
EXC-1296,2024-07-05T03:44:26Z,DEPOSIT,BTC,1.76473,56597.86,0.00130401,SEPA deposit
EXC-1383,2024-07-05T09:41:39Z,SELL,UNI,6.8926,8.57,0.00788957,Profit taking
EXC-1482,2024-07-05T15:58:58Z,CONVERSION,LINK,39.7628,21.89,0.03861014,Dust conversion
EXC-1083,2024-07-08T23:37:42Z,WITHDRAWAL,DOT,26.9572,10.41,0.0266839,Fiat withdrawal
EXC-1502,2024-07-10T20:51:26Z,BUY,DOT,21.9672,8.52,0.00713177,
EXC-1441,2024-07-11T13:41:16Z,SELL,LINK,9.5135,15.92,0.00788173,Profit taking
EXC-1452,2024-07-12T01:25:49Z,SELL,LINK,3.2872,19.12,0.00248343,
EXC-1517,2024-07-14T08:55:29Z,WITHDRAWAL,AVAX,15.0127,34.87,0.01571284,Fiat withdrawal
EXC-1183,2024-07-15T17:04:39Z,TRANSFER_OUT,DOT,49.7319,,0.03516466,Bridge transfer out
EXC-1445,2024-07-16T02:57:11Z,BUY,XRP,1117.93,0.73,1.28127522,
EXC-1065,2024-07-16T07:43:27Z,SELL,MATIC,3134.62,0.93,0.88037866,Stop-loss triggered
EXC-1538,2024-07-18T17:07:40Z,CONVERSION,ADA,3254.53,0.74,1.40770711,Dust conversion
EXC-1472,2024-07-18T18:47:27Z,DEPOSIT,MATIC,784.2,0.96,0.91502025,Wire transfer deposit
EXC-1531,2024-07-19T11:39:42Z,SELL,DOT,37.0731,10.56,0.03931782,
EXC-1398,2024-07-19T18:24:42Z,BUY,MATIC,3257.45,0.94,1.0507615,
EXC-1355,2024-07-22T20:30:57Z,SELL,SOL,45.8533,150.48,0.03777853,
EXC-1159,2024-07-25T12:54:09Z,TRANSFER_OUT,SOL,10.1197,,0.00987519,Bridge transfer out
EXC-1271,2024-07-26T13:22:32Z,TRANSFER_IN,LINK,13.7951,,0.01112262,Bridge transfer in
EXC-1010,2024-07-26T19:32:40Z,SELL,XRP,3524.01,0.66,0.79280582,Profit taking
EXC-1021,2024-07-28T20:22:36Z,TRANSFER_IN,LINK,30.4876,,0.00946583,Received from user wallet
EXC-1175,2024-07-29T04:10:22Z,DEPOSIT,UNI,0.2415,12.87,7.291e-05,Fiat deposit via bank
EXC-1412,2024-07-29T21:12:37Z,SELL,AVAX,27.5313,27.83,0.00743117,Stop-loss triggered
EXC-1262,2024-07-29T22:24:12Z,TRANSFER_OUT,MATIC,3355.81,,3.00350871,Moved to DeFi wallet
EXC-1389,2024-07-30T12:08:26Z,SELL,UNI,24.0138,9.21,0.01637605,Rebalancing
EXC-1241,2024-07-30T16:12:41Z,TRANSFER_IN,LINK,48.7353,,0.01077359,Bridge transfer in
EXC-1182,2024-08-01T08:03:08Z,TRANSFER_IN,ETH,1.9016,,0.0015318,Bridge transfer in
EXC-1348,2024-08-02T18:45:07Z,SELL,ADA,3493.35,0.75,1.97885584,Profit taking
EXC-1131,2024-08-02T20:21:22Z,BUY,UNI,39.9858,11.68,0.01904474,
EXC-1459,2024-08-03T04:11:07Z,BUY,AVAX,43.315,44.34,0.02062802,
EXC-1515,2024-08-03T08:56:37Z,TRANSFER_IN,LINK,20.7579,,0.01960126,Received from user wallet
EXC-1407,2024-08-03T21:09:36Z,SELL,SOL,24.3848,149.86,0.02719195,Profit taking
EXC-1340,2024-08-04T05:54:13Z,SELL,UNI,43.9977,13.29,0.03551903,Rebalancing
EXC-1343,2024-08-04T19:17:20Z,BUY,SOL,40.3082,198.92,0.02984843,
EXC-1524,2024-08-06T21:35:33Z,BUY,UNI,29.1756,13.72,0.00744603,
EXC-1042,2024-08-07T21:17:48Z,TRANSFER_IN,BTC,1.54883,,0.0009141,Bridge transfer in
EXC-1364,2024-08-08T03:09:57Z,BUY,SOL,4.226,189.89,0.00349555,
EXC-1147,2024-08-08T03:49:54Z,SELL,BTC,0.73413,51994.91,0.00022233,Rebalancing
EXC-1426,2024-08-08T05:49:36Z,BUY,XRP,1648.18,0.54,1.19439659,
EXC-1067,2024-08-09T09:26:43Z,TRANSFER_IN,DOT,33.8982,,0.03721839,Bridge transfer in
EXC-1457,2024-08-10T08:06:04Z,SELL,MATIC,1278.9,1.06,0.6214583,
EXC-1378,2024-08-10T12:03:27Z,BUY,DOT,38.9805,10.35,0.02874864,
EXC-1516,2024-08-10T19:05:02Z,BUY,DOT,40.9384,8.51,0.02916002,
EXC-1418,2024-08-10T19:16:57Z,SELL,UNI,26.9846,8.59,0.02399623,Stop-loss triggered
EXC-1300,2024-08-11T02:11:28Z,SELL,LINK,46.6916,19.95,0.02041032,
EXC-1110,2024-08-11T07:39:58Z,SELL,SOL,31.9297,177.86,0.00822883,
EXC-1191,2024-08-11T07:59:59Z,SELL,ETH,5.2582,3201.28,0.00142302,Stop-loss triggered
EXC-1406,2024-08-11T14:34:50Z,BUY,MATIC,3482.51,0.86,2.05172446,
EXC-1203,2024-08-11T23:27:51Z,WITHDRAWAL,BTC,1.09111,54712.14,0.00025287,Wire transfer out
EXC-1384,2024-08-12T00:35:02Z,BUY,DOT,48.4394,7.75,0.04261241,
EXC-1123,2024-08-12T04:00:40Z,BUY,UNI,29.3974,6.17,0.02801568,
EXC-1401,2024-08-12T14:16:21Z,SELL,BTC,1.76213,46585.1,0.0016563,
EXC-1007,2024-08-12T14:18:43Z,SELL,LINK,14.7296,18.29,0.01590391,Stop-loss triggered
EXC-1292,2024-08-12T16:56:34Z,WITHDRAWAL,BTC,1.49268,48496.97,0.00125142,Bank withdrawal
EXC-1465,2024-08-13T22:10:28Z,BUY,LINK,20.7115,20.96,0.01307685,
EXC-1104,2024-08-14T05:29:27Z,DEPOSIT,ETH,4.4206,2927.92,0.00179242,SEPA deposit
EXC-1475,2024-08-14T12:39:04Z,BUY,ADA,697.04,0.81,0.37699529,
EXC-1039,2024-08-15T05:55:47Z,TRANSFER_IN,LINK,3.1418,,0.00150582,Received from user wallet
EXC-1541,2024-08-15T08:48:54Z,SELL,XRP,1130.13,0.54,0.78732743,Rebalancing
EXC-1124,2024-08-15T16:40:03Z,BUY,SOL,23.578,164.7,0.02621582,
EXC-1403,2024-08-16T08:16:49Z,WITHDRAWAL,LINK,48.2992,15.13,0.02695439,Wire transfer out
EXC-1444,2024-08-16T11:37:28Z,SELL,SOL,38.16,204.08,0.03659107,
EXC-1085,2024-08-18T05:50:25Z,BUY,AVAX,45.9851,49.52,0.03268758,
EXC-1400,2024-08-18T08:44:00Z,BUY,DOT,19.8396,10.42,0.02137225,
EXC-1506,2024-08-19T01:45:57Z,TRANSFER_OUT,LINK,47.0975,,0.0554311,Bridge transfer out
EXC-1221,2024-08-19T11:11:10Z,BUY,MATIC,1585.65,0.93,1.34025784,
EXC-1075,2024-08-19T15:01:04Z,DEPOSIT,AVAX,6.7536,36.62,0.00477944,SEPA deposit
EXC-1062,2024-08-20T01:26:49Z,BUY,XRP,933.91,0.74,0.40040428,
EXC-1282,2024-08-20T10:16:42Z,SELL,ADA,1114.96,0.58,0.22641206,Rebalancing
EXC-1370,2024-08-23T09:34:53Z,BUY,MATIC,315.8,0.82,0.32546613,
EXC-1113,2024-08-23T20:17:24Z,DEPOSIT,XRP,471.65,0.52,0.3471234,Wire transfer deposit
EXC-1276,2024-08-23T23:29:00Z,SELL,BTC,0.39604,53299.9,0.00025254,Stop-loss triggered
EXC-1155,2024-08-24T03:15:21Z,STAKING_REWARD,AVAX,41.6587,,0.04574465,ETH2 staking reward
EXC-1192,2024-08-24T21:14:38Z,BUY,DOT,42.2732,11.85,0.04266838,
EXC-1314,2024-08-25T15:30:31Z,TRANSFER_OUT,XRP,2860.52,,2.70361158,Sent to cold storage
EXC-1253,2024-08-27T03:49:52Z,TRANSFER_OUT,MATIC,2263.29,,2.06673484,Bridge transfer out
EXC-1213,2024-08-27T05:17:37Z,SELL,BTC,0.14317,66614.29,3.301e-05,
EXC-1236,2024-08-27T08:27:41Z,BUY,AVAX,34.834,28.47,0.03103058,
EXC-1144,2024-08-28T04:08:21Z,SELL,MATIC,3152.66,1.04,2.08814815,
EXC-1148,2024-08-29T01:07:09Z,TRANSFER_OUT,SOL,8.5822,,0.00199894,Bridge transfer out
EXC-1055,2024-08-29T09:59:04Z,SELL,ADA,3351.32,0.58,2.47286428,Rebalancing
EXC-1436,2024-09-01T07:07:48Z,SELL,BTC,1.52619,45251.73,0.00079171,Profit taking
EXC-1399,2024-09-01T22:47:29Z,BUY,SOL,16.6164,135.43,0.01055402,
EXC-1481,2024-09-02T08:03:25Z,SELL,BTC,0.22022,52256.49,0.00012997,Profit taking
EXC-1422,2024-09-03T10:50:19Z,TRANSFER_IN,XRP,3157.67,,1.71755442,Received from user wallet
EXC-1371,2024-09-03T15:27:15Z,TRANSFER_OUT,UNI,19.8955,,0.0191441,Sent to cold storage
EXC-1534,2024-09-04T03:26:55Z,SELL,MATIC,3537.94,0.74,3.58988264,Rebalancing
EXC-1363,2024-09-04T15:55:20Z,DEPOSIT,BTC,0.23466,52136.45,0.00017138,Fiat deposit via bank
EXC-1051,2024-09-04T19:19:37Z,TRANSFER_IN,XRP,268.23,,0.13417786,Received from user wallet
EXC-1254,2024-09-04T23:02:51Z,CONVERSION,XRP,3215.37,0.69,0.67595427,Portfolio rebalance swap
EXC-1149,2024-09-05T02:42:07Z,TRANSFER_OUT,AVAX,45.6502,,0.01370755,Bridge transfer out
EXC-1304,2024-09-05T03:04:27Z,BUY,UNI,12.0402,6.41,0.01324956,
EXC-1319,2024-09-05T10:13:15Z,SELL,LINK,46.163,20.88,0.04423953,
EXC-1267,2024-09-05T20:18:41Z,CONVERSION,ETH,6.7551,3424.2,0.00345686,Portfolio rebalance swap
EXC-1273,2024-09-06T11:46:55Z,STAKING_REWARD,BTC,2.06327,,0.00037096,ETH2 staking reward
EXC-1172,2024-09-06T14:07:08Z,BUY,ETH,14.2357,3683.54,0.00350564,
EXC-1391,2024-09-07T21:07:35Z,TRANSFER_OUT,MATIC,873.38,,0.69286266,Moved to DeFi wallet
EXC-1132,2024-09-08T22:05:30Z,SELL,ADA,4961.67,0.86,3.14828028,
EXC-1306,2024-09-10T00:27:36Z,CONVERSION,SOL,20.4047,201.55,0.02188036,Dust conversion
EXC-1184,2024-09-10T03:58:58Z,TRANSFER_IN,ETH,11.8985,,0.0032142,Bridge transfer in
EXC-1503,2024-09-10T04:28:33Z,WITHDRAWAL,MATIC,2752.82,0.65,1.79886798,Bank withdrawal
EXC-1307,2024-09-10T16:51:53Z,BUY,XRP,1639.78,0.64,1.80922471,
EXC-1456,2024-09-12T00:35:51Z,STAKING_REWARD,BTC,1.38261,,0.00153421,ADA staking payout
EXC-1302,2024-09-12T03:06:09Z,DEPOSIT,XRP,258.23,0.74,0.06016266,Wire transfer deposit
EXC-1190,2024-09-12T10:13:33Z,TRANSFER_IN,MATIC,562.82,,0.38428403,Received from user wallet
EXC-1069,2024-09-13T05:56:02Z,SELL,ADA,2580.31,0.8,2.98754382,Profit taking
EXC-1545,2024-09-13T21:35:19Z,SELL,ADA,4503.45,0.8,4.46959276,Rebalancing
EXC-1508,2024-09-13T22:13:07Z,SELL,BTC,0.25404,46577.62,8.878e-05,Stop-loss triggered
EXC-1225,2024-09-14T10:37:39Z,BUY,ETH,7.6203,3171.59,0.00705317,
EXC-1197,2024-09-14T10:42:56Z,BUY,SOL,37.7464,86.47,0.00889534,
EXC-1220,2024-09-15T02:18:47Z,TRANSFER_OUT,UNI,43.6767,,0.02183967,Moved to DeFi wallet
EXC-1240,2024-09-15T09:23:21Z,BUY,DOT,0.1781,8.12,0.00013343,
EXC-1186,2024-09-15T16:15:16Z,SELL,AVAX,19.9966,43.24,0.00956189,Stop-loss triggered
EXC-1047,2024-09-16T17:56:10Z,DEPOSIT,XRP,3077.8,0.75,2.57511873,Fiat deposit via bank
EXC-1188,2024-09-17T13:58:34Z,SELL,MATIC,4068.26,0.88,3.11542606,Stop-loss triggered
EXC-1125,2024-09-17T15:05:49Z,SELL,AVAX,48.4559,36.75,0.0280446,Stop-loss triggered
EXC-1402,2024-09-17T20:23:25Z,BUY,LINK,9.4293,15.26,0.00594449,
EXC-1026,2024-09-18T05:34:34Z,CONVERSION,LINK,37.7877,18.9,0.03395589,Dust conversion
EXC-1163,2024-09-18T11:40:13Z,DEPOSIT,BTC,0.66188,43954.84,0.00035544,SEPA deposit
EXC-1326,2024-09-18T15:38:58Z,BUY,SOL,25.7111,139.38,0.00541536,
EXC-1070,2024-09-18T15:54:36Z,BUY,LINK,33.2263,18.19,0.008242,
EXC-1387,2024-09-18T17:36:22Z,SELL,ADA,2220.35,0.55,1.94830615,Rebalancing
EXC-1332,2024-09-18T22:28:25Z,SELL,ADA,4182.37,0.78,4.92438608,Rebalancing
EXC-1297,2024-09-19T20:33:06Z,SELL,MATIC,4785.59,0.83,3.39673243,Stop-loss triggered
EXC-1150,2024-09-20T12:47:28Z,BUY,XRP,3350.86,0.72,2.13957745,
EXC-1550,2024-09-21T08:22:42Z,SELL,XRP,533.14,0.49,0.22476353,Profit taking
EXC-1330,2024-09-22T12:30:29Z,CONVERSION,DOT,22.482,11.5,0.01228352,Auto-conversion
EXC-1478,2024-09-22T17:00:21Z,BUY,UNI,21.7145,11.8,0.01456897,
EXC-1011,2024-09-24T15:08:03Z,TRANSFER_OUT,SOL,23.1668,,0.01004154,Moved to DeFi wallet
EXC-1151,2024-09-25T11:11:17Z,SELL,ETH,6.6315,2822.02,0.00508603,Rebalancing
EXC-1527,2024-09-25T13:03:16Z,BUY,UNI,34.0726,9.21,0.01927086,
EXC-1495,2024-09-26T17:27:05Z,STAKING_REWARD,AVAX,32.4941,,0.0108177,ADA staking payout
EXC-1079,2024-09-26T21:04:51Z,BUY,MATIC,4470.48,0.64,1.37857171,
EXC-1341,2024-09-27T19:03:53Z,SELL,MATIC,4710.85,0.94,4.59352546,Stop-loss triggered
EXC-1488,2024-09-30T13:39:21Z,BUY,MATIC,4040.74,0.95,4.48392434,
EXC-1431,2024-09-30T15:56:28Z,BUY,XRP,3643.64,0.68,2.18870718,
EXC-1117,2024-10-01T22:18:21Z,BUY,AVAX,34.4996,36.75,0.00635731,
EXC-1028,2024-10-02T06:33:20Z,BUY,BTC,1.47118,47363.67,0.00056086,
EXC-1373,2024-10-04T07:39:11Z,TRANSFER_OUT,DOT,4.3761,,0.0034989,Sent to cold storage
EXC-1287,2024-10-04T12:09:29Z,BUY,UNI,25.5052,10.0,0.00503902,
EXC-1239,2024-10-06T10:19:06Z,BUY,AVAX,29.8773,25.41,0.02064953,
EXC-1102,2024-10-07T00:34:56Z,WITHDRAWAL,XRP,2801.17,0.6,0.9821161,Fiat withdrawal
EXC-1354,2024-10-07T02:48:31Z,DEPOSIT,AVAX,23.0954,43.32,0.01200464,Fiat deposit via bank
EXC-1501,2024-10-07T03:44:28Z,BUY,ADA,1285.23,0.43,0.53914221,
EXC-1439,2024-10-07T10:52:53Z,DEPOSIT,ADA,1420.99,0.44,1.03883813,SEPA deposit
EXC-1226,2024-10-07T10:54:45Z,SELL,UNI,6.6393,9.01,0.00212696,Profit taking
EXC-1019,2024-10-07T19:23:08Z,TRANSFER_IN,ETH,4.4096,,0.00139372,Received from user wallet
EXC-1369,2024-10-08T14:41:37Z,DEPOSIT,LINK,16.6533,19.56,0.00494517,SEPA deposit
EXC-1084,2024-10-08T14:51:34Z,BUY,DOT,24.3335,8.33,0.02073986,
EXC-1386,2024-10-09T19:07:11Z,SELL,UNI,49.8635,7.44,0.04766945,
EXC-1032,2024-10-10T04:26:33Z,SELL,BTC,1.68374,71493.29,0.00042656,Rebalancing
EXC-1037,2024-10-11T01:48:10Z,CONVERSION,XRP,4636.26,0.69,2.08405307,Portfolio rebalance swap
EXC-1424,2024-10-11T05:46:45Z,CONVERSION,MATIC,2930.68,1.03,3.04651716,Auto-conversion
EXC-1494,2024-10-11T19:00:56Z,SELL,DOT,29.3422,8.02,0.01434051,Profit taking
EXC-1001,2024-10-13T09:24:33Z,TRANSFER_IN,BTC,1.85413,,0.00075488,Received from user wallet
EXC-1206,2024-10-17T00:24:17Z,BUY,DOT,29.4847,9.14,0.01667522,
EXC-1536,2024-10-18T05:49:25Z,CONVERSION,AVAX,29.3853,33.74,0.00945294,Dust conversion
EXC-1088,2024-10-18T06:24:43Z,TRANSFER_OUT,DOT,12.6883,,0.00299446,Sent to cold storage
EXC-1367,2024-10-19T12:31:11Z,STAKING_REWARD,MATIC,127.51,,0.04686197,ETH2 staking reward
EXC-1227,2024-10-19T13:47:38Z,SELL,DOT,18.2785,10.32,0.02135053,Stop-loss triggered
EXC-1089,2024-10-20T06:57:46Z,SELL,MATIC,1159.9,0.63,1.33985835,
EXC-1347,2024-10-20T07:52:19Z,CONVERSION,BTC,0.53031,46080.76,0.00049242,Portfolio rebalance swap
EXC-1286,2024-10-20T13:47:07Z,CONVERSION,DOT,18.7226,11.92,0.01377466,Dust conversion
EXC-1129,2024-10-22T12:37:30Z,SELL,ADA,2616.27,0.71,1.76184268,Rebalancing
EXC-1145,2024-10-22T16:09:33Z,BUY,XRP,4987.26,0.67,3.02063399,
EXC-1277,2024-10-22T18:54:41Z,BUY,MATIC,3684.29,1.03,4.3258827,
EXC-1321,2024-10-23T06:02:46Z,BUY,UNI,18.7439,11.62,0.02077643,
EXC-1115,2024-10-23T14:13:30Z,SELL,UNI,49.5026,8.44,0.03970498,
EXC-1280,2024-10-23T17:48:24Z,STAKING_REWARD,MATIC,4672.07,,4.23843112,ETH2 staking reward
EXC-1353,2024-10-23T20:02:12Z,SELL,ADA,2521.54,0.73,2.19144253,Stop-loss triggered
EXC-1486,2024-10-24T02:27:34Z,BUY,ADA,1369.31,0.81,1.52420971,
EXC-1200,2024-10-24T03:29:44Z,BUY,UNI,2.8336,7.64,0.00323764,
EXC-1077,2024-10-24T18:54:03Z,BUY,AVAX,22.5585,43.79,0.02327712,
EXC-1091,2024-10-25T05:00:30Z,TRANSFER_IN,UNI,47.3931,,0.03025034,Incoming from cold storage
EXC-1156,2024-10-25T10:20:45Z,DEPOSIT,ADA,3201.26,0.71,2.75837426,SEPA deposit
EXC-1018,2024-10-25T20:51:33Z,SELL,LINK,43.0529,12.11,0.03903856,Stop-loss triggered
EXC-1243,2024-10-26T23:54:50Z,BUY,BTC,0.89338,42161.91,0.00036019,
EXC-1301,2024-10-27T14:28:54Z,TRANSFER_OUT,DOT,44.7984,,0.0252779,Bridge transfer out
EXC-1229,2024-10-29T13:38:30Z,DEPOSIT,MATIC,3407.62,0.89,2.08760095,Wire transfer deposit
EXC-1073,2024-10-29T16:24:14Z,TRANSFER_IN,BTC,2.23176,,0.00235108,Received from user wallet
EXC-1537,2024-10-30T05:32:37Z,DEPOSIT,ETH,4.2832,2895.82,0.00137513,SEPA deposit
EXC-1411,2024-10-30T14:01:33Z,SELL,ADA,1495.85,0.54,1.06876844,Profit taking
EXC-1427,2024-10-31T19:22:55Z,WITHDRAWAL,MATIC,4476.07,0.98,0.88733644,Bank withdrawal
EXC-1522,2024-11-01T20:10:59Z,SELL,DOT,27.6475,11.14,0.01923361,
EXC-1173,2024-11-02T00:10:03Z,TRANSFER_IN,BTC,0.1274,,6.372e-05,Received from user wallet
EXC-1176,2024-11-03T04:11:26Z,BUY,SOL,5.5853,192.64,0.00161076,
EXC-1263,2024-11-04T14:47:11Z,BUY,XRP,4264.24,0.66,4.79168674,
EXC-1291,2024-11-05T19:17:35Z,DEPOSIT,MATIC,1689.64,0.65,0.99243926,Wire transfer deposit
EXC-1250,2024-11-07T12:14:29Z,CONVERSION,AVAX,34.6342,34.18,0.03418934,Dust conversion
EXC-1012,2024-11-09T00:34:14Z,SELL,MATIC,4222.12,0.99,1.64873987,
EXC-1359,2024-11-09T11:01:39Z,BUY,XRP,2701.9,0.54,1.83006937,
EXC-1160,2024-11-09T14:01:03Z,SELL,XRP,4160.84,0.53,4.22709848,Rebalancing
EXC-1451,2024-11-09T19:47:25Z,SELL,XRP,3678.03,0.49,4.02704672,Stop-loss triggered
EXC-1484,2024-11-10T10:12:01Z,BUY,UNI,11.0291,13.17,0.01067027,
EXC-1325,2024-11-10T10:33:23Z,TRANSFER_OUT,UNI,24.4925,,0.02679072,Bridge transfer out
EXC-1334,2024-11-10T17:53:00Z,SELL,XRP,982.98,0.71,0.93753136,
EXC-1261,2024-11-11T03:31:50Z,BUY,ETH,6.7861,3817.62,0.00418951,
EXC-1245,2024-11-11T12:42:23Z,TRANSFER_IN,AVAX,49.0429,,0.03199842,Received from user wallet
EXC-1222,2024-11-12T04:25:53Z,TRANSFER_OUT,ETH,4.6506,,0.00253696,Bridge transfer out
EXC-1244,2024-11-12T07:27:07Z,TRANSFER_IN,MATIC,710.38,,0.36933651,Incoming from cold storage
EXC-1126,2024-11-12T07:59:06Z,BUY,SOL,16.5572,170.18,0.00749426,
EXC-1058,2024-11-13T12:08:19Z,BUY,ETH,5.7443,2269.7,0.00370062,
EXC-1096,2024-11-15T17:40:46Z,SELL,MATIC,391.34,0.92,0.06389986,Rebalancing
EXC-1425,2024-11-16T17:08:14Z,CONVERSION,MATIC,4258.03,1.0,2.4168649,Dust conversion
EXC-1362,2024-11-17T23:05:52Z,CONVERSION,AVAX,28.2936,49.76,0.01095387,Portfolio rebalance swap
EXC-1153,2024-11-18T17:30:38Z,TRANSFER_IN,UNI,14.864,,0.01314339,Received from user wallet
EXC-1268,2024-11-19T06:07:26Z,TRANSFER_IN,SOL,21.6877,,0.02399197,Received from user wallet
EXC-1520,2024-11-20T07:27:04Z,BUY,ETH,14.8243,2983.71,0.01774665,
EXC-1368,2024-11-20T12:30:25Z,DEPOSIT,DOT,46.4509,7.8,0.03447382,SEPA deposit
EXC-1133,2024-11-20T13:11:27Z,DEPOSIT,AVAX,46.6394,32.3,0.04154088,Wire transfer deposit
EXC-1309,2024-11-21T02:58:43Z,STAKING_REWARD,DOT,44.124,,0.01476293,ETH2 staking reward
EXC-1489,2024-11-21T07:34:47Z,TRANSFER_OUT,UNI,28.224,,0.02092144,Sent to cold storage
EXC-1272,2024-11-23T13:56:55Z,BUY,SOL,29.6312,155.48,0.0097712,
EXC-1289,2024-11-23T14:37:09Z,STAKING_REWARD,MATIC,854.39,,1.01684929,ADA staking payout
EXC-1205,2024-11-24T08:09:53Z,BUY,UNI,23.0588,11.52,0.0122199,
EXC-1344,2024-11-25T08:51:19Z,SELL,DOT,12.2186,7.22,0.01012972,Rebalancing
EXC-1255,2024-11-25T23:10:16Z,SELL,LINK,40.0747,18.79,0.04610309,Profit taking
EXC-1342,2024-11-26T05:25:52Z,SELL,SOL,15.0644,103.9,0.0107684,Profit taking
EXC-1497,2024-11-26T18:37:46Z,BUY,XRP,680.37,0.67,0.77985881,
EXC-1540,2024-11-27T02:21:30Z,BUY,XRP,3578.07,0.66,1.57130045,
EXC-1470,2024-11-27T10:42:35Z,BUY,MATIC,4824.94,0.7,2.28568555,
EXC-1082,2024-11-27T19:42:41Z,WITHDRAWAL,UNI,19.081,6.05,0.00990966,Wire transfer out
EXC-1473,2024-11-28T06:27:41Z,BUY,XRP,1337.83,0.75,0.24433618,
EXC-1008,2024-11-28T13:08:20Z,BUY,ETH,0.6969,2610.22,0.00031629,
EXC-1081,2024-11-29T02:19:16Z,BUY,DOT,19.5349,10.62,0.02233552,
EXC-1143,2024-11-30T02:38:58Z,TRANSFER_IN,DOT,32.5268,,0.03396948,Bridge transfer in
EXC-1161,2024-11-30T10:05:29Z,BUY,MATIC,4030.95,0.83,0.92334686,
EXC-1134,2024-12-01T22:18:53Z,SELL,AVAX,12.2622,38.78,0.00677812,Profit taking
EXC-1279,2024-12-02T10:15:01Z,BUY,BTC,0.72624,52292.79,0.00057819,
EXC-1408,2024-12-02T12:15:06Z,BUY,XRP,744.47,0.54,0.46421503,
EXC-1137,2024-12-04T02:16:30Z,SELL,MATIC,1695.58,0.98,0.92590631,Stop-loss triggered
EXC-1020,2024-12-04T10:49:16Z,WITHDRAWAL,XRP,4860.85,0.68,3.32028019,Fiat withdrawal
EXC-1141,2024-12-04T14:41:01Z,DEPOSIT,ETH,7.894,3022.47,0.00717222,Wire transfer deposit
EXC-1295,2024-12-05T08:15:02Z,BUY,SOL,20.7067,106.51,0.01401658,
EXC-1230,2024-12-05T09:58:03Z,SELL,LINK,20.9912,13.62,0.00755017,Profit taking
EXC-1345,2024-12-05T15:43:58Z,SELL,LINK,36.2568,13.9,0.01565876,
EXC-1140,2024-12-05T21:02:41Z,SELL,BTC,0.31649,70891.31,0.0001578,
EXC-1549,2024-12-06T18:31:24Z,STAKING_REWARD,MATIC,2561.21,,2.65774253,ADA staking payout
EXC-1310,2024-12-06T20:50:19Z,SELL,AVAX,9.397,43.73,0.01001631,Stop-loss triggered
EXC-1532,2024-12-07T20:58:25Z,DEPOSIT,ETH,4.6737,3112.23,0.00136674,SEPA deposit
EXC-1434,2024-12-08T12:24:45Z,BUY,DOT,4.5576,10.84,0.00117751,
EXC-1056,2024-12-08T16:23:40Z,TRANSFER_OUT,ADA,4329.8,,5.08758573,Sent to cold storage
EXC-1283,2024-12-09T02:05:00Z,WITHDRAWAL,AVAX,14.3588,25.2,0.00377453,Fiat withdrawal
EXC-1480,2024-12-09T05:05:33Z,TRANSFER_IN,UNI,12.3647,,0.00568604,Incoming from cold storage
EXC-1196,2024-12-09T10:20:45Z,SELL,SOL,18.5656,173.81,0.01792838,
EXC-1168,2024-12-10T05:39:16Z,TRANSFER_OUT,LINK,21.0144,,0.01953041,Sent to cold storage
EXC-1365,2024-12-11T01:36:20Z,CONVERSION,ETH,13.4229,3854.47,0.00525177,Portfolio rebalance swap
EXC-1507,2024-12-11T22:06:05Z,CONVERSION,AVAX,35.2548,35.78,0.02948419,Portfolio rebalance swap
EXC-1214,2024-12-14T07:10:36Z,TRANSFER_IN,DOT,23.1893,,0.01697531,Bridge transfer in
EXC-1076,2024-12-14T19:35:08Z,BUY,AVAX,30.6714,42.98,0.02085708,
EXC-1054,2024-12-15T11:35:05Z,BUY,XRP,1855.03,0.73,2.1718804,
EXC-1228,2024-12-17T10:39:05Z,TRANSFER_OUT,AVAX,11.7767,,0.00472395,Bridge transfer out
EXC-1207,2024-12-18T04:48:42Z,SELL,MATIC,3906.63,0.64,3.1834577,Profit taking
EXC-1548,2024-12-18T10:26:21Z,TRANSFER_OUT,ADA,3447.27,,2.82755175,Bridge transfer out
EXC-1546,2024-12-18T14:01:42Z,BUY,SOL,36.092,165.2,0.04321449,
