"category","reason","user_txId","user_timestamp","user_asset","user_quantity","user_type","exchange_txId","exchange_timestamp","exchange_asset","exchange_quantity","exchange_type"
"Unmatched (User only)","No matching transaction found in exchange file","USR-358","2024-05-02T00:53:11.000Z","ADA",2623.76,"TRANSFER_IN","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-006","2024-05-02T02:13:51.000Z","SOL",38.9692,"BUY","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-198","2024-05-03T09:13:35.000Z","SOL",35.0963,"SELL","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-456","2024-05-04T12:38:38.000Z","UNI",0.9755,"SELL","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-495","2024-05-04T20:06:57.000Z","UNI",48.5465,"BUY","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-306","2024-05-04T23:49:18.000Z","XRP",161.28,"SELL","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-386","2024-05-05T06:26:05.000Z","DOT",16.2793,"SWAP","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-206","2024-05-05T15:51:01.000Z","LINK",34.1929,"SELL","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-217","2024-05-06T10:59:44.000Z","AVAX",46.6826,"AIRDROP","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-224","2024-05-06T11:20:57.000Z","UNI",45.9023,"TRANSFER_IN","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-324","2024-05-07T12:39:57.000Z","ETH",10.2858,"REFERRAL_BONUS","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-252","2024-05-08T06:09:22.000Z","ADA",2885.85,"BUY","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-037","2024-05-08T21:09:48.000Z","AVAX",43.4838,"SWAP","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-385","2024-05-11T09:15:56.000Z","UNI",11.1066,"TRANSFER_IN","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-502","2024-05-12T05:44:12.000Z","MATIC",2508.82,"TRANSFER_IN","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-320","2024-05-12T16:41:10.000Z","UNI",12.2602,"SELL","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-292","2024-05-12T22:43:14.000Z","ETH",7.6053,"BUY","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-179","2024-05-13T22:14:23.000Z","DOT",13.0644,"BUY","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-164","2024-05-14T00:37:11.000Z","XRP",1836.76,"TRANSFER_OUT","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-123","2024-05-16T12:03:46.000Z","BTC",1.07296,"SELL","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-359","2024-05-16T21:22:13.000Z","BTC",0.03089,"SELL","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-431","2024-05-17T12:19:31.000Z","AVAX",18.6579,"BUY","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-222","2024-05-18T11:57:06.000Z","LINK",28.5763,"SELL","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-484","2024-05-18T16:04:02.000Z","UNI",29.7231,"SELL","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-440","2024-05-19T04:08:57.000Z","ETH",6.0304,"TRANSFER_IN","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-474","2024-05-22T16:40:58.000Z","ETH",13.808,"AIRDROP","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-455","2024-05-25T07:29:48.000Z","DOT",43.4305,"SELL","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-402","2024-05-25T10:07:59.000Z","DOT",7.3326,"SELL","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-181","2024-05-25T11:36:48.000Z","DOT",39.9184,"BUY","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-389","2024-05-26T10:47:43.000Z","SOL",5.0884,"TRANSFER_IN","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-241","2024-05-26T15:13:42.000Z","XRP",2766.56,"SELL","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-107","2024-05-26T15:43:17.000Z","XRP",4182.62,"REFERRAL_BONUS","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-143","2024-05-26T19:38:34.000Z","XRP",4386.76,"SELL","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-500","2024-05-27T01:46:10.000Z","DOT",13.4043,"SELL","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-084","2024-05-28T12:01:55.000Z","XRP",3945.11,"SELL","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-228","2024-05-28T22:02:12.000Z","UNI",46.4398,"TRANSFER_OUT","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-008","2024-05-29T05:46:04.000Z","ETH",6.5113,"BUY","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-490","2024-05-29T08:41:22.000Z","LINK",0.9818,"SWAP","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-074","2024-05-30T05:37:27.000Z","MATIC",1937.79,"REFERRAL_BONUS","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-050","2024-05-30T19:52:54.000Z","SOL",34.6217,"SELL","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-105","2024-05-31T02:17:23.000Z","ADA",261.9,"BUY","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-061","2024-05-31T09:41:11.000Z","LINK",43.2556,"TRANSFER_IN","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-494","2024-06-01T08:58:15.000Z","AVAX",28.1565,"TRANSFER_IN","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-154","2024-06-02T06:42:27.000Z","AVAX",46.9888,"TRANSFER_OUT","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-264","2024-06-02T10:45:03.000Z","UNI",36.7931,"TRANSFER_OUT","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-442","2024-06-02T13:17:40.000Z","LINK",42.4876,"BUY","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-195","2024-06-03T02:12:02.000Z","DOT",16.2932,"BUY","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-101","2024-06-03T11:18:20.000Z","XRP",712.71,"TRANSFER_OUT","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-443","2024-06-03T18:30:32.000Z","MATIC",3035.7,"BUY","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-481","2024-06-04T23:05:20.000Z","AVAX",26.1809,"BUY","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-507","2024-06-05T14:43:00.000Z","DOT",33.2065,"TRANSFER_OUT","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-435","2024-06-06T11:47:39.000Z","LINK",48.7757,"SELL","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-263","2024-06-06T14:37:54.000Z","MATIC",4340.54,"TRANSFER_IN","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-138","2024-06-06T20:04:36.000Z","BTC",0.21802,"SELL","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-126","2024-06-08T03:42:44.000Z","LINK",0.459,"SELL","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-256","2024-06-09T02:08:39.000Z","SOL",36.3813,"BUY","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-406","2024-06-09T06:17:10.000Z","UNI",48.5098,"EARN","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-497","2024-06-09T08:27:43.000Z","MATIC",1933.84,"TRANSFER_OUT","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-184","2024-06-09T17:32:35.000Z","XRP",1459.15,"TRANSFER_OUT","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-261","2024-06-09T18:50:57.000Z","ADA",209.54,"BUY","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-290","2024-06-10T09:39:04.000Z","BTC",1.99203,"BUY","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-214","2024-06-10T14:48:03.000Z","ADA",2871.64,"BUY","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-463","2024-06-11T10:56:56.000Z","LINK",42.3189,"SWAP","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-409","2024-06-11T14:54:57.000Z","UNI",47.318,"EARN","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-051","2024-06-11T23:14:17.000Z","UNI",44.1465,"TRANSFER_IN","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-122","2024-06-12T18:03:33.000Z","BTC",1.9374,"TRANSFER_IN","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-235","2024-06-13T20:41:04.000Z","DOT",16.2382,"BUY","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-127","2024-06-13T20:52:47.000Z","SOL",21.361,"SELL","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-025","2024-06-14T19:33:47.000Z","SOL",43.7196,"BUY","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-215","2024-06-15T05:37:38.000Z","UNI",17.9624,"TRANSFER_OUT","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-081","2024-06-17T13:05:09.000Z","ETH",3.4224,"BUY","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-012","2024-06-17T19:03:10.000Z","XRP",4744.89,"SWAP","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-177","2024-06-18T07:16:58.000Z","AVAX",31.5893,"TRANSFER_IN","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-331","2024-06-18T09:15:54.000Z","UNI",19.774,"SELL","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-267","2024-06-20T01:56:20.000Z","BTC",1.2908,"SELL","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-433","2024-06-20T14:22:47.000Z","SOL",8.1466,"SWAP","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-178","2024-06-20T23:26:11.000Z","LINK",15.5521,"SELL","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-301","2024-06-21T17:16:27.000Z","SOL",5.7003,"SELL","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-017","2024-06-21T22:18:33.000Z","BTC",1.63427,"BUY","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-219","2024-06-23T04:00:01.000Z","DOT",38.3088,"SELL","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-163","2024-06-24T01:57:02.000Z","SOL",3.0958,"SELL","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-170","2024-06-24T05:59:40.000Z","AVAX",39.0706,"SELL","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-158","2024-06-24T10:05:55.000Z","DOT",35.0656,"SELL","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-269","2024-06-24T19:07:52.000Z","LINK",45.1934,"EARN","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-052","2024-06-25T05:49:40.000Z","ADA",1404.3,"AIRDROP","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-383","2024-06-26T12:56:54.000Z","BTC",0.12585,"TRANSFER_IN","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-090","2024-06-28T12:18:11.000Z","ETH",11.9969,"BUY","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-188","2024-06-29T10:51:08.000Z","ADA",1742.47,"BUY","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-413","2024-06-29T11:33:44.000Z","UNI",37.3896,"TRANSFER_OUT","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-024","2024-06-29T16:22:43.000Z","ETH",9.6686,"SELL","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-414","2024-06-29T16:33:01.000Z","DOT",9.3288,"TRANSFER_OUT","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-339","2024-06-29T22:31:14.000Z","ETH",10.9721,"TRANSFER_IN","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-314","2024-07-01T05:38:52.000Z","AVAX",28.4327,"AIRDROP","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-259","2024-07-01T10:11:32.000Z","BTC",1.72067,"BUY","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-310","2024-07-02T04:34:24.000Z","ETH",13.3847,"BUY","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-160","2024-07-03T01:33:30.000Z","DOT",42.8298,"BUY","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-426","2024-07-03T10:06:50.000Z","LINK",47.61,"SWAP","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-231","2024-07-04T04:17:12.000Z","DOT",14.5602,"BUY","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-317","2024-07-05T06:21:38.000Z","MATIC",2293.75,"SWAP","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-030","2024-07-06T19:51:20.000Z","BTC",2.11103,"TRANSFER_OUT","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-348","2024-07-07T16:46:05.000Z","AVAX",18.5514,"BUY","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-200","2024-07-07T20:20:37.000Z","MATIC",3635.78,"TRANSFER_IN","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-096","2024-07-08T11:54:08.000Z","MATIC",4395.53,"SELL","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-492","2024-07-08T16:24:33.000Z","AVAX",21.591,"TRANSFER_OUT","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-381","2024-07-09T05:49:44.000Z","ADA",4627.84,"TRANSFER_OUT","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-152","2024-07-09T23:38:14.000Z","MATIC",3122.3,"SWAP","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-519","2024-07-12T04:15:34.000Z","ETH",12.4364,"SELL","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-384","2024-07-12T10:42:47.000Z","UNI",3.2915,"TRANSFER_IN","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-039","2024-07-12T12:51:20.000Z","UNI",22.4601,"SELL","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-396","2024-07-12T14:10:27.000Z","ADA",1418.31,"BUY","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-157","2024-07-13T01:52:24.000Z","ADA",1383.57,"SELL","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-003","2024-07-13T17:47:14.000Z","UNI",29.0576,"SWAP","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-055","2024-07-15T01:37:38.000Z","XRP",3448.73,"BUY","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-506","2024-07-15T08:34:52.000Z","DOT",10.566,"SELL","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-230","2024-07-15T09:25:06.000Z","BTC",2.49342,"BUY","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-036","2024-07-15T17:13:52.000Z","LINK",44.6139,"SWAP","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-395","2024-07-16T11:37:21.000Z","UNI",18.1589,"AIRDROP","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-131","2024-07-16T19:06:18.000Z","ETH",6.7045,"SWAP","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-328","2024-07-17T14:29:43.000Z","MATIC",4951.93,"AIRDROP","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-019","2024-07-18T01:18:56.000Z","ETH",4.057,"SELL","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-053","2024-07-18T07:55:55.000Z","SOL",20.696,"TRANSFER_OUT","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-114","2024-07-20T00:26:24.000Z","BTC",0.36802,"TRANSFER_IN","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-108","2024-07-20T00:38:50.000Z","MATIC",2959.01,"TRANSFER_IN","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-161","2024-07-20T03:51:15.000Z","SOL",21.1339,"TRANSFER_OUT","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-193","2024-07-21T16:23:04.000Z","XRP",4684.27,"SELL","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-069","2024-07-23T10:02:13.000Z","XRP",2478.23,"SWAP","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-153","2024-07-23T13:12:34.000Z","LINK",14.0853,"BUY","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-285","2024-07-24T01:29:15.000Z","XRP",2380.54,"SELL","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-394","2024-07-25T06:48:46.000Z","XRP",1771.88,"SWAP","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-354","2024-07-25T07:19:12.000Z","DOT",0.692,"BUY","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-415","2024-07-25T13:32:10.000Z","BTC",0.17768,"TRANSFER_OUT","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-410","2024-07-25T15:24:47.000Z","BTC",1.83396,"AIRDROP","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-216","2024-07-26T17:18:47.000Z","SOL",39.6438,"SWAP","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-341","2024-07-27T03:52:17.000Z","UNI",15.6937,"TRANSFER_IN","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-372","2024-07-27T06:23:44.000Z","DOT",47.7124,"BUY","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-070","2024-07-27T22:32:16.000Z","SOL",26.0783,"BUY","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-087","2024-07-27T23:37:11.000Z","LINK",7.1546,"SELL","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-266","2024-07-28T06:18:13.000Z","ETH",12.4069,"BUY","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-493","2024-07-28T20:30:05.000Z","UNI",33.7837,"TRANSFER_OUT","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-371","2024-07-29T03:21:52.000Z","AVAX",23.9592,"SELL","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-203","2024-07-29T17:08:00.000Z","SOL",3.5369,"SWAP","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-321","2024-07-30T20:21:30.000Z","UNI",21.6143,"BUY","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-044","2024-08-01T01:50:46.000Z","ETH",3.334,"SELL","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-139","2024-08-01T19:34:29.000Z","LINK",0.8668,"TRANSFER_IN","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-099","2024-08-02T14:13:43.000Z","BTC",1.44767,"SELL","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-128","2024-08-02T18:59:27.000Z","UNI",13.8505,"SELL","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-249","2024-08-03T21:24:34.000Z","XRP",4399.45,"SWAP","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-296","2024-08-03T23:37:35.000Z","LINK",15.0373,"TRANSFER_OUT","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-514","2024-08-05T18:56:50.000Z","ETH",0.4253,"SELL","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-246","2024-08-06T02:59:11.000Z","UNI",26.6249,"BUY","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-288","2024-08-06T21:07:55.000Z","LINK",28.7996,"BUY","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-218","2024-08-07T01:53:20.000Z","DOT",38.2328,"SWAP","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-201","2024-08-08T11:02:34.000Z","LINK",14.8063,"TRANSFER_OUT","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-499","2024-08-08T23:36:15.000Z","MATIC",890.41,"BUY","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-056","2024-08-09T23:44:00.000Z","MATIC",3566.25,"SELL","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-282","2024-08-10T15:03:37.000Z","Ethereum",14.9061,"BUY","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-309","2024-08-11T07:50:27.000Z","LINK",15.9924,"SELL","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-322","2024-08-11T08:49:21.000Z","SOL",33.1644,"TRANSFER_OUT","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-225","2024-08-12T03:52:32.000Z","SOL",24.465,"TRANSFER_OUT","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-125","2024-08-12T20:13:50.000Z","ETH",13.1527,"BUY","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-091","2024-08-13T20:32:37.000Z","ETH",1.0198,"TRANSFER_IN","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-454","2024-08-14T00:55:31.000Z","ETH",7.4008,"BUY","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-401","2024-08-15T14:27:18.000Z","DOT",43.5073,"BUY","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-319","2024-08-17T17:11:38.000Z","ETH",9.7453,"SELL","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-112","2024-08-17T19:34:13.000Z","MATIC",3615.27,"BUY","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-377","2024-08-18T15:39:07.000Z","ADA",742.72,"TRANSFER_IN","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-468","2024-08-18T17:48:09.000Z","AVAX",37.891,"BUY","N/A","N/A","N/A","N/A","N/A"
